0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,label
-504.38458,92.77483,5.5299864,25.901827,-7.5602016,24.386616,0.5483427,6.242021,1.3827,-0.5930526,10.392786,0.8478997,4.1474485,-3.2284322,7.824831,0.51974976,0.95338506,4.5498743,-1.0496209,0.11017132,-1.5032134,3.238223,-0.08555961,3.597111,-1.0297698,0.3269267,4.7401953,3.3941088,9.533548,10.259226,10.819147,3.899806,1.0081978,0.93731594,2.3386734,1.0824032,-0.569049,0.8523678,-2.912762,0.6785799,dysarthria_female
-497.8159,100.49559,15.237539,29.891666,-13.974782,24.834944,-1.9977609,7.0621037,-0.5329136,-3.9517446,9.317023,-1.9859391,5.9098115,-4.0799837,3.7452831,-0.6151092,-0.09095692,-0.9979246,-2.3033118,0.81501096,-4.5410137,5.3609977,0.3109855,2.7006392,0.2613266,-0.072487906,7.0345635,3.9188874,9.653903,15.89633,16.178986,7.6758375,2.9558952,-1.0135305,-1.4913397,0.8470126,1.8885771,0.65950215,-2.9652517,-1.5149615,dysarthria_female
-366.77106,115.78171,-14.101901,20.481289,-17.019829,10.966299,-13.825635,-3.0018096,-5.0380816,-11.572493,7.4302087,-5.042817,-0.24228649,-1.5902874,-3.422264,-6.0172663,-1.6388559,-5.2864585,-2.1873882,-3.97992,-8.1109495,1.1002805,-3.2439487,9.179948,6.7509923,12.060115,20.002401,11.472706,15.13675,8.7171755,5.712258,2.7058902,3.4111414,1.3904527,-1.9791034,-0.9231744,-4.3979983,-3.072887,-2.6572943,-1.3173684,dysarthria_female
-373.91064,125.262115,-14.963307,20.77778,-1.7700877,4.9294724,-18.052055,-8.650247,-10.068097,-6.825266,4.883841,-3.8492897,2.8776476,-3.825531,3.2343524,-3.6712444,-6.8699164,1.692798,0.1772058,-5.005648,-5.074042,-0.72930074,-3.7426336,6.4846935,2.0315063,3.8450127,8.924369,5.67009,14.273675,12.917527,12.700298,7.6536784,4.240575,1.5539972,-0.46803746,1.06659,-2.4678226,-1.8361243,-4.359125,-2.499575,dysarthria_female
-520.57355,94.28812,26.848629,23.865646,-3.9105477,17.992655,5.6984253,9.280395,2.5432107,-0.16560079,4.088131,-2.4267313,0.37978932,-5.548881,4.52926,2.195233,1.7679937,0.77022076,-1.6764969,0.6790434,-2.9306605,3.1756783,0.90231365,2.5480306,0.7935784,1.9448847,7.999054,4.869108,12.36783,18.439571,14.545738,9.08513,2.8677893,-2.2147274,0.57632214,1.2473655,2.03262,1.1243321,-3.9151502,-2.3206117,dysarthria_female
-498.46487,94.57265,17.58167,21.878622,-6.3863626,21.817698,1.7490146,5.8479395,-1.1398692,-2.4239416,6.286704,-3.6687863,1.593957,-4.0429416,2.324176,-0.89973366,1.8339303,0.26354358,-3.30986,-0.32428676,-3.6860528,2.8419313,-0.55331767,1.5478656,-1.2418432,1.6128623,8.419106,5.231138,13.426442,18.665693,16.503456,6.7228675,-1.6079744,-2.4037845,1.281758,0.8484625,1.1581274,-0.8994099,-6.6316833,-1.2982587,dysarthria_female
-483.0899,93.328575,-2.544859,23.821133,3.8101022,16.8948,-4.228142,-2.2706783,0.9883563,-0.4615508,3.7958047,1.565291,4.612515,-0.054806948,3.9488394,0.4511524,2.3986065,0.9709789,1.3122767,-0.15436162,-2.6530015,1.7105834,1.5632385,5.7552567,-0.46863434,3.9257872,5.2076015,6.298262,14.355186,12.487996,13.673454,4.97436,-1.3223648,-2.5760725,-0.5175533,1.5803245,0.21454637,-1.2518882,-3.9408798,-1.1313609,dysarthria_female
-476.53067,93.19933,-8.162331,42.520622,-0.8048107,23.641205,-9.905239,7.5028667,3.2299228,-10.534707,5.291258,-0.66027385,0.42913926,-9.961825,6.6658072,0.16011493,0.4730235,6.0991254,-0.3804651,-0.42107862,-1.9412289,1.8133034,-1.2251512,7.4196925,0.52567285,3.532234,8.875266,6.910631,14.970502,9.309511,8.897358,3.2784772,1.1096362,0.18944734,1.6531366,1.7744852,-5.513534,-0.8073246,-1.2665616,-0.94452685,dysarthria_female
-533.3994,98.30829,10.347349,29.296192,4.9438314,19.450726,3.213115,6.359348,2.0993438,-5.60221,6.247909,2.0474885,2.947603,-1.2270343,2.8555932,2.0085225,4.015959,4.0378294,0.346811,0.50811267,-2.1449447,3.015089,1.3820453,4.029486,1.5544212,2.3055904,7.993201,5.348568,11.125457,12.045644,12.12603,7.4444375,0.657177,1.7986459,2.3622427,2.0699475,-1.3232204,-2.180332,-0.9056235,-0.41418752,dysarthria_female
-467.62512,108.101265,14.944707,17.160196,-11.45322,6.7203283,0.8212309,4.94149,-0.09424282,4.3819838,3.628806,1.0123048,7.6778245,-6.8902464,5.374073,1.5911983,-3.5040958,1.8799207,0.84509045,1.3713399,0.22215848,3.804924,3.7977998,8.063095,0.020708842,-0.14914127,3.6022525,-3.7271714,2.5275676,6.887712,7.84487,11.258133,10.321423,7.457283,4.296868,-2.4279854,-1.1288052,-0.0666638,0.3138468,3.259424,dysarthria_female
-417.58453,107.81482,-15.753493,47.562138,-2.3898747,7.4797897,-11.98101,1.6596223,-5.3969274,-7.756009,3.680256,-9.005222,3.9795747,-2.0772283,2.857621,2.752438,-3.19125,1.9864081,0.47741136,-8.96619,0.26197833,0.18192922,-6.717125,8.271514,1.4017562,0.08056999,1.8704101,0.14876568,3.2109869,7.6752462,9.718537,8.965492,12.313997,4.7244477,3.7644737,-1.074726,-1.60953,1.89142,0.5062513,1.0592498,dysarthria_female
-482.59668,129.66762,22.262989,13.361701,-18.115274,5.9946933,3.1853347,5.703709,-0.12600762,-3.9643002,0.87781197,-2.7809618,5.6267858,-3.816544,4.8582397,3.8842885,-6.847942,-0.7528763,-3.4363232,-4.469253,-0.5571324,2.1898913,0.43002552,3.2464733,0.44089317,2.3230567,5.55138,-3.573486,3.0879369,5.2754154,1.098181,7.830383,7.3704853,8.96714,10.427896,3.3370397,2.1798062,0.22133386,1.3262748,4.0756454,dysarthria_female
-505.70224,121.56386,18.833107,28.818384,-8.555595,14.790803,-0.8874306,3.3275204,-1.2044358,-5.54337,4.6245093,-3.9914854,2.9771838,-2.8093781,1.9148273,1.2369664,0.9469307,-3.3624625,-4.3505983,1.047448,-6.1869183,4.704674,2.0010962,2.272222,3.3835614,0.6285029,6.808613,-2.023374,2.411301,8.7508135,9.0178995,9.795583,6.449397,7.5685964,3.8263464,-0.72013116,-0.5163015,0.14767097,0.9499884,1.9814693,dysarthria_female
-515.54724,86.79697,5.7948823,22.60617,0.19432686,27.561182,0.35734805,2.607847,-1.9851234,1.9594376,9.708404,-1.8531469,4.5759463,-0.8529329,6.644572,2.732415,1.8242148,-0.2108857,-0.45765778,0.76588535,-1.4455861,5.6028905,2.5414498,4.7794905,1.7919391,4.1685534,3.8191884,1.5792031,7.5659366,8.815186,11.073481,3.8233042,0.3190103,0.7980667,0.6799698,-0.60570896,-0.57124364,0.3881727,-1.3941836,-0.42354044,dysarthria_female
-447.75333,105.95127,7.5335593,28.419844,3.1183152,15.925904,6.3550887,8.86757,5.28643,1.0280463,7.7967844,3.7593951,6.559502,-0.57213205,3.0400481,1.2130529,-0.40166193,0.45993358,-1.5645094,-2.383442,-3.901424,0.035723384,-2.8826654,0.50641733,-1.454783,-0.214079,7.0806403,4.4169245,7.2056847,7.1804576,3.24532,0.030757928,-1.7235582,-1.7570662,-0.8225376,-1.6404287,-3.1940575,-3.4311492,-3.636066,-1.3200257,dysarthria_female
-460.06665,103.50059,-1.1185485,27.06241,0.028983507,9.616105,-5.727531,3.2095857,0.6055824,-4.111057,3.161412,-0.98019886,2.7152278,-2.8165681,2.3444273,0.30341616,1.117553,1.0709223,0.6948472,-3.2177322,-3.8663893,2.3316817,-2.9344294,3.97583,0.69431823,4.4476695,12.531285,11.199922,16.284767,12.94618,8.42411,1.8154182,-1.4861718,-0.6402872,1.8200155,-0.107721135,-2.6214595,-2.9892712,-4.407012,-0.3188913,dysarthria_female
-473.08536,92.20811,-3.3038685,20.04331,5.531463,18.571323,-3.8064945,0.7007886,5.625086,1.2568218,7.9782677,1.9160721,5.443221,2.6957617,2.5753825,1.073836,-0.21492772,1.0989796,1.4244361,-1.6062076,1.2845981,2.2909029,-0.76365674,6.3457885,0.18401058,1.2765285,5.5116167,6.122265,13.982752,14.368473,9.605259,1.9416387,-1.4397088,-2.8708744,0.78073245,2.3824463,-0.035860304,-2.222372,-5.359222,-1.543789,dysarthria_female
-450.64084,86.587006,-6.2257004,39.265743,-2.8476765,24.404612,-17.70037,5.909215,2.19305,-2.8617177,7.8586555,-3.130683,6.8971252,-3.1710968,5.446311,-1.3909514,0.83931774,-1.5386578,-0.84284455,-5.22544,-4.101675,3.6370857,-7.3440747,7.3339767,-4.136095,-2.9037042,4.448784,6.4143662,21.637585,22.938164,22.703396,9.283553,1.2770597,-6.8857937,-4.2718616,2.1363516,3.1307974,0.854801,-7.1801906,-4.7625656,dysarthria_female
-471.62186,128.08875,-0.19983552,26.62677,-3.0739357,14.439136,-17.033194,4.9234624,5.7399006,-8.371057,6.9208417,1.6030002,3.7779472,-0.45258588,4.051987,-2.4759195,0.5557825,-3.8439462,-5.637192,-0.6847563,-4.567138,3.758574,4.415697,6.408324,0.6839317,3.9190443,5.0877995,3.23733,6.466275,4.0853744,9.708061,3.345156,0.10193849,-2.1911545,-3.27522,-1.3473473,-0.36765566,1.758358,-2.6444979,-0.9245865,dysarthria_female
-536.68115,112.7385,13.616239,24.444725,-10.523868,16.076984,7.0366697,7.57383,6.297284,0.37079826,7.0916796,1.2947857,4.1492186,0.36890376,7.911241,4.105319,2.678045,4.602954,0.45886374,1.5330448,-1.6760411,1.2687924,-1.2602518,0.25725093,0.9709795,1.8028678,2.4419742,-1.7820802,0.72653735,3.3847787,7.272861,2.6907492,1.5685804,5.4902916,5.6898966,3.6705816,-0.74228114,0.6327582,1.0136133,1.7847487,dysarthria_female
-464.53445,127.44293,4.375003,2.0108721,-16.554424,15.655834,9.315822,3.69756,-1.7729572,-2.45849,7.0446825,3.2760894,6.0248566,-0.6134388,-4.0646024,-3.5026138,1.5937679,0.2142975,2.0447278,0.7404794,-1.7696106,5.212839,2.087293,4.418758,0.54107434,0.9223872,4.4112663,0.33992356,6.239646,8.3089485,5.1007237,3.9597204,2.9190333,-0.014917823,0.29924822,-0.1998555,-0.58832395,-1.1603938,-2.290096,-0.86068505,dysarthria_female
-496.21075,108.52964,10.844224,20.242445,-10.837449,18.085533,5.0624633,4.3675723,5.3325343,-4.6410675,6.3697705,1.6797881,1.2690306,-0.73289585,1.9392718,1.911414,1.6895083,-0.5804516,-1.4156299,-1.3028235,-2.1321485,4.7549887,1.7471492,2.610665,1.1405723,1.8541629,5.168733,2.6819265,7.179526,9.047689,9.874436,7.213386,3.2999341,1.5042764,0.9439127,-0.0190597,-0.84001696,-0.09270293,-1.2811414,-0.18728708,dysarthria_female
-466.7216,97.56974,0.59741557,35.048058,3.1726665,18.685411,-9.328973,1.971041,6.3876934,-6.074558,2.2523766,-3.1760836,2.8219945,0.75899863,1.8461264,-1.3840256,3.9983258,-1.5962961,-3.1719055,-0.62309337,-6.2246184,4.0851636,-2.0222766,2.7623944,1.3194059,-3.5188177,2.4451914,-1.1406963,6.8293457,10.450274,12.641353,11.648086,7.821214,5.5355563,1.4985293,1.1917953,-0.4246643,0.6680366,-0.1391692,-1.2309723,dysarthria_female
-476.2726,81.875435,1.7614989,28.126436,-6.008456,25.986746,-1.59523,9.203986,0.15628701,-1.8736999,8.246541,-2.0827546,7.735448,-2.072253,6.9266644,2.9656656,0.3390756,-0.07097261,-0.037123945,-0.21426025,-2.5200963,3.2620008,-3.2094033,1.7309374,-2.257082,2.6644359,9.048252,7.3075294,14.67387,11.937649,6.941679,-0.53427356,-1.9660616,-0.6223356,1.6531376,1.2317318,-2.205192,-3.5997703,-3.5132036,1.1506819,dysarthria_female
-452.7866,108.58631,23.834246,15.129337,-21.092163,10.803485,11.524507,10.650672,1.3585025,-5.8690925,2.6157458,-4.6473975,4.86519,1.7135125,4.1045485,3.8822174,-2.2573032,-1.7766806,-4.433695,-2.0359828,-2.5757275,4.081292,1.5407139,-0.3477246,-0.19903457,-3.3017073,6.121036,5.9340887,8.6961565,14.896925,10.781898,5.5362453,2.9754946,1.7399,0.15559885,1.8103603,1.148276,-2.2186306,-5.249678,-2.8696852,dysarthria_female
-475.89624,72.6985,-0.25323933,34.694756,6.4494963,24.242773,-3.6457958,-1.9404988,7.294548,-3.7054338,3.688699,0.92293215,2.677917,2.87508,5.074542,-1.3078637,1.296335,4.220136,0.0028356314,-3.8296294,-1.2861146,3.5031223,-1.9950056,3.566114,0.38092834,4.2339664,9.736363,9.353808,16.176928,9.747944,5.046992,-2.0407932,-4.295861,-0.98791575,1.8246454,1.4663415,-6.0275555,-4.469773,-2.3256655,0.5389474,dysarthria_female
-428.08035,100.24522,-8.295625,40.478443,-7.098159,21.481058,-7.318892,-2.0563705,2.6068368,-12.963225,3.3286355,2.0729487,-2.357614,-4.2503676,7.0763903,-1.138317,0.63816375,-0.12919836,-3.2416599,-5.953634,-4.8882174,5.8353744,-3.5321746,3.8151236,0.09913252,4.060095,14.269247,11.145716,16.756905,12.860503,8.256875,-4.1429906,-2.4339862,1.7980859,0.114341386,1.8610401,-6.2792807,-5.565854,-3.103151,0.13213304,dysarthria_female
-458.35852,107.664055,20.679993,28.682325,-26.826582,31.099157,-4.48464,6.1222973,1.1048487,-5.443005,11.598475,-2.770484,1.113438,-7.3851027,6.1355686,0.0092276875,3.3244398,-0.24904794,-5.141242,-2.0656786,-8.834112,2.2158413,-1.2926959,3.8066032,-2.7425687,4.840617,15.866303,13.152894,22.803215,14.317928,5.918304,-3.987378,-3.5203078,0.5297768,1.5549015,-0.40944004,-6.277887,-4.7042155,-6.0020967,1.4212868,dysarthria_female
-495.6519,106.03141,29.359112,23.290735,-0.4931371,25.481567,16.084764,10.101506,5.092435,0.6568656,7.8866377,5.8457217,6.2649055,1.9115589,3.1087172,-0.42918903,5.1843123,3.3293688,-1.2859731,0.3414619,-4.03707,2.5500956,1.8105193,2.1907263,-0.7836376,0.2041527,5.792631,0.62178016,5.2858195,6.2584825,2.6773672,-1.2189279,-5.1902537,-2.3886237,-0.7193371,-3.5646493,-2.764083,-1.7769129,-4.872072,-1.328361,dysarthria_female
-486.26535,126.6258,15.52446,24.338064,-11.118746,26.700722,6.468322,8.168764,-1.0785695,-9.468562,10.45002,4.968621,1.0818349,-2.332944,4.9551363,-1.37644,1.0597743,-0.17272626,-4.5619583,-5.5308704,-3.058125,4.797785,0.14191164,4.1205454,0.20430817,5.960467,8.164778,6.9678197,13.4278145,6.4264026,5.32995,-1.1343307,-3.002364,0.5423813,0.44609243,-0.98239464,-3.1559846,-3.7384496,-3.7703564,-1.2475605,dysarthria_female
-492.0267,101.69307,10.796126,40.296516,-0.25451332,23.503538,-4.379688,5.6739798,5.5129757,-14.510112,0.83891857,-0.73755604,2.816008,-2.3790174,3.262215,1.6564456,1.6652786,0.6963568,-3.754997,-3.8250055,-6.420295,2.5817888,0.78397167,5.106987,-1.2645557,-1.1268373,9.516909,5.6884527,16.70559,15.717424,11.748951,7.77575,-2.5322049,-1.7294949,-1.8205699,-0.75152427,0.12882823,-1.261994,-5.0944357,-5.355634,dysarthria_female
-372.51904,99.25415,-1.153425,30.890018,-12.959377,19.149029,-17.641163,-5.1655455,-1.3565973,-10.929947,5.148351,-3.3335993,0.5160547,-7.0957623,1.9026368,-5.762003,-4.1510077,0.4080193,-4.6438546,-5.0131097,-7.250103,2.0888321,-0.03300139,12.786122,11.611786,12.758656,16.847542,5.5626597,10.703622,5.250964,4.8326716,1.9296391,-1.4396904,-0.81100947,-5.211458,-3.8388789,-3.9642982,-2.8624542,-6.1010094,-5.1880074,dysarthria_female
-416.72934,85.7218,7.6524854,29.323711,-10.854042,24.316147,-15.680305,-2.451754,4.1305294,-9.743214,5.7010884,-0.8148387,-0.7143118,-4.84691,6.819826,-4.5170946,-1.3886888,4.4876738,-4.89017,-2.5150688,-6.14966,0.56516,4.442174,11.015957,9.375669,14.534317,16.48651,7.194112,7.9606824,1.4878622,2.6291275,0.83369106,0.020997366,-0.036215696,-3.9064558,-3.7629397,-3.188024,-0.6573323,-3.9448316,-3.569158,dysarthria_female
-472.36206,80.819496,6.67799,33.31146,11.901197,14.510437,-8.754077,5.182396,-0.20052613,-2.1547525,6.4234686,-3.1148615,3.3871393,0.13794604,3.4322565,-1.3520868,1.3841069,4.84656,-0.30680725,-1.7592762,-1.3129262,1.3211436,1.2814438,4.0682297,1.1927706,8.258836,11.837533,10.784307,11.245261,6.171711,4.7294574,-0.080839396,-0.93067145,0.3345889,0.65292233,-2.8910718,-3.4502337,-1.3706164,-3.33408,-2.1042016,dysarthria_female
-499.23398,102.95318,31.23889,25.72944,-8.309108,13.208529,1.4347211,3.8524377,-0.32284158,-4.2294493,4.323144,-0.075824164,4.3497195,-2.544041,0.6886351,0.81362134,1.3355936,-1.7998279,-3.4856071,-2.3442132,-7.3754153,1.8608605,0.54667836,-0.17973556,-2.9518495,0.53457797,10.020675,9.669001,19.938526,21.369732,14.35043,2.8619497,-4.2041125,-1.7132385,-0.5773807,2.2778766,2.0521543,-3.555493,-9.598657,-2.5925303,dysarthria_female
-522.8149,93.97771,18.555254,27.643091,4.552237,23.374155,7.172538,2.4509866,4.8322997,-4.518421,4.2278147,4.6420135,1.2396472,-1.2282727,4.969566,2.4507692,1.6543301,1.243556,-3.7624934,-3.0530887,0.01791888,3.9076128,0.0068852147,3.1475706,-0.64429337,1.5987433,9.998246,4.868133,11.562007,13.575731,9.134357,2.6669521,-3.3674464,-1.198588,-0.32546926,1.7748958,-0.6935452,-3.0342457,-4.920344,-4.2231665,dysarthria_female
-398.07507,88.2718,16.615602,21.5774,-13.584622,15.684055,-4.2366996,-7.306737,2.5832303,-8.187831,-0.24788909,0.9186718,-1.6717223,-4.790816,1.7904731,-3.8621469,-1.3829833,3.5013227,-4.297039,-6.8241386,-5.8960595,-0.22507024,2.1353965,10.616925,11.081253,16.603325,20.28384,9.053271,8.641465,2.2147186,0.009351077,-0.1717199,-1.7704802,-0.032112177,-4.3385477,-4.457631,-4.462774,-3.5770411,-2.672691,-3.2263358,dysarthria_female
-495.25656,93.39891,2.9228723,33.98379,3.351143,24.071505,0.56700355,1.4994886,2.8557699,-1.6493399,5.694398,-0.5882411,2.2400002,-4.043333,5.634368,1.771342,3.0287232,8.351017,1.4903078,-0.56567246,-0.28041178,4.1869917,-0.52642274,4.4158993,1.4504697,3.7890937,10.077819,4.476172,8.239036,4.65914,1.5671964,-2.2668464,-1.692546,1.6956246,0.94841474,0.33825272,-4.2181935,-0.9085192,0.3220956,-0.68489736,dysarthria_female
-492.11758,92.623825,13.8773575,25.333464,-1.3028333,25.787327,1.3174113,-2.9548569,2.7250588,-6.2975774,3.1519508,2.6485848,-0.9166866,-4.3348894,5.904074,-0.14230095,-0.30894232,2.8361106,-3.022836,-2.8491209,-3.5688484,2.3895264,1.151339,4.592521,2.7054534,7.2021594,18.126844,12.927967,13.592236,10.390316,3.0556653,-3.898477,-1.7642912,1.8813515,-1.2181967,-0.97653854,-5.093587,-3.7253125,-1.520446,-0.3831637,dysarthria_female
-477.13583,91.27322,9.707335,22.63905,-0.1845559,23.811642,-2.6360855,-0.6409114,2.6549559,-8.329302,6.7931156,8.280708,-0.66478574,-5.122598,5.51698,-0.071376346,2.6511621,4.430529,-5.1751966,-5.77638,1.0940269,4.7179255,2.7472837,6.3541064,-0.9163158,10.237873,13.818701,7.1568255,14.679914,6.599781,2.262364,-2.3949227,-1.9071114,1.0169326,-0.40295556,-0.1959251,-4.096211,-3.0776997,-2.4909906,0.3549261,dysarthria_female
-330.8619,137.12512,-16.46669,-12.387034,-67.339195,23.338686,-2.53147,-18.108423,-3.1064713,-4.123378,18.001324,8.061343,-2.0869448,-13.625221,-10.215306,-14.573557,6.577189,3.6953278,-7.623055,6.086075,-9.111609,-3.0618572,7.536175,8.575899,6.664453,28.9816,30.349342,6.7697015,14.469743,-3.0551958,-2.399629,7.3254137,-0.61633176,3.435338,-8.414117,-11.672042,-1.8969036,-1.9325923,-4.258535,-6.786801,dysarthria_female
-472.89493,87.08196,13.9286375,23.342394,7.828089,13.415624,-6.4077573,3.0692952,-0.27178484,-2.432847,6.790911,-3.437124,-1.3726523,-1.2475984,1.2242094,-1.2829201,3.1375062,4.119094,-1.2845588,-3.9386945,-2.874672,4.263607,4.0339003,7.6888504,6.465619,11.875294,14.597647,9.056556,8.9071665,2.546982,0.46083787,-1.8112131,-0.3382509,1.2285545,-1.857969,-2.2143,-2.5442824,-0.39598578,1.0820359,-0.8716294,dysarthria_female
-440.2815,94.81346,11.158298,25.271496,-12.572921,18.85308,-5.4393687,-3.9823802,2.3229308,-8.442693,5.7527966,-0.81681305,-4.595525,-4.738076,1.4604456,-3.2131507,0.59088063,2.518717,-5.5586715,-6.571323,-2.924793,4.874537,4.8576684,14.946299,13.639536,17.398304,20.355106,7.097899,8.402098,3.4596984,1.4000918,-1.3569092,-2.529956,-0.43804002,-4.661827,-2.649712,-4.1017413,-3.7263484,-3.288924,-3.3451524,dysarthria_female
-416.58447,96.390434,18.37788,18.76489,-19.704046,13.989546,-3.3447058,-4.101034,-2.5293808,-5.4687824,2.8713388,-1.5657386,1.7956502,-4.9718723,2.0679917,-2.9111311,1.7293711,2.9997578,-5.6181364,-2.2464201,-7.9254518,-0.804659,2.0378575,5.6050053,8.029327,12.707494,17.963875,10.545136,11.766301,5.6772037,2.1450298,3.477767,0.51604766,0.078585565,-1.5831661,-3.0702894,-2.1387832,-0.11699694,-3.0320346,-3.0179265,dysarthria_female
-517.29913,87.19993,24.205473,20.874706,-2.048285,22.639738,7.764131,4.741826,-1.2990792,-2.958648,8.659767,4.2619567,4.117428,-2.409809,2.9806118,2.7596211,4.3328023,3.9064605,-2.2205555,-0.8141622,-1.3355167,3.9889126,3.2368903,2.2284265,2.411124,6.388404,10.398967,6.5846577,6.277228,4.51327,0.8724173,-2.138427,-0.44862923,1.2479053,0.33980832,-1.0016173,-1.1580244,-0.3222567,-1.8938748,-0.7507246,dysarthria_female
